2024-09-06 02:51:37,498 INFO    StreamThr :53 [internal.py:wandb_internal():85] W&B internal server running at pid: 53, started at: 2024-09-06 02:51:37.498197
2024-09-06 02:51:37,504 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status
2024-09-06 02:51:37,505 INFO    WriterThread:53 [datastore.py:open_for_write():87] open: /app/wandb/run-20240906_025137-gqw7c4rc/run-gqw7c4rc.wandb
2024-09-06 02:51:37,505 DEBUG   SenderThread:53 [sender.py:send():391] send: header
2024-09-06 02:51:37,505 DEBUG   SenderThread:53 [sender.py:send():391] send: run
2024-09-06 02:51:37,506 INFO    SenderThread:53 [sender.py:_setup_resume():761] checking resume status for None/U-Net/gqw7c4rc
2024-09-06 02:51:39,053 INFO    SenderThread:53 [dir_watcher.py:__init__():211] watching files in: /app/wandb/run-20240906_025137-gqw7c4rc/files
2024-09-06 02:51:39,053 INFO    SenderThread:53 [sender.py:_start_run_threads():1200] run started: gqw7c4rc with start time 1725591097.498671
2024-09-06 02:51:39,066 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: run_start
2024-09-06 02:51:39,067 DEBUG   HandlerThread:53 [system_info.py:__init__():26] System info init
2024-09-06 02:51:39,067 DEBUG   HandlerThread:53 [system_info.py:__init__():41] System info init done
2024-09-06 02:51:39,067 INFO    HandlerThread:53 [system_monitor.py:start():194] Starting system monitor
2024-09-06 02:51:39,067 INFO    SystemMonitor:53 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-06 02:51:39,067 INFO    HandlerThread:53 [system_monitor.py:probe():214] Collecting system info
2024-09-06 02:51:39,068 INFO    SystemMonitor:53 [interfaces.py:start():188] Started cpu monitoring
2024-09-06 02:51:39,068 INFO    SystemMonitor:53 [interfaces.py:start():188] Started disk monitoring
2024-09-06 02:51:39,068 INFO    SystemMonitor:53 [interfaces.py:start():188] Started memory monitoring
2024-09-06 02:51:39,068 INFO    SystemMonitor:53 [interfaces.py:start():188] Started network monitoring
2024-09-06 02:51:39,142 DEBUG   HandlerThread:53 [system_info.py:probe():152] Probing system
2024-09-06 02:51:39,145 DEBUG   HandlerThread:53 [gitlib.py:_init_repo():56] git repository is invalid
2024-09-06 02:51:39,145 DEBUG   HandlerThread:53 [system_info.py:probe():200] Probing system done
2024-09-06 02:51:39,145 DEBUG   HandlerThread:53 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-119-generic-x86_64-with-glibc2.36', 'python': '3.12.5', 'heartbeatAt': '2024-09-06T02:51:39.143146', 'startedAt': '2024-09-06T02:51:37.490757', 'docker': None, 'cuda': None, 'args': ('--preload', '--bind', ':9090', '--workers', '1', '--threads', '8', '--timeout', '0', '_wsgi:app'), 'state': 'running', 'program': '/usr/local/bin/gunicorn', 'codePathLocal': None, 'host': 'b59311dde920', 'username': 'root', 'executable': '/usr/local/bin/python', 'cpu_count': 16, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3312.8167916666666, 'min': 800.0, 'max': 4950.0}, 'cpu_freq_per_core': [{'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 1090.131, 'min': 800.0, 'max': 5400.0}, {'current': 3400.0, 'min': 800.0, 'max': 5400.0}, {'current': 1082.891, 'min': 800.0, 'max': 5400.0}, {'current': 3400.0, 'min': 800.0, 'max': 5400.0}, {'current': 1067.125, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}], 'disk': {'/': {'total': 250.92291641235352, 'used': 211.29549407958984}}, 'memory': {'total': 62.628883361816406}}
2024-09-06 02:51:39,145 INFO    HandlerThread:53 [system_monitor.py:probe():224] Finished collecting system info
2024-09-06 02:51:39,145 INFO    HandlerThread:53 [system_monitor.py:probe():227] Publishing system info
2024-09-06 02:51:39,146 INFO    HandlerThread:53 [system_monitor.py:probe():229] Finished publishing system info
2024-09-06 02:51:39,150 DEBUG   SenderThread:53 [sender.py:send():391] send: files
2024-09-06 02:51:39,150 INFO    SenderThread:53 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2024-09-06 02:51:39,211 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: python_packages
2024-09-06 02:51:39,212 DEBUG   SenderThread:53 [sender.py:send_request():418] send_request: python_packages
2024-09-06 02:51:39,212 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: stop_status
2024-09-06 02:51:39,212 DEBUG   SenderThread:53 [sender.py:send_request():418] send_request: stop_status
2024-09-06 02:51:39,212 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-06 02:51:40,054 INFO    Thread-12 :53 [dir_watcher.py:_on_file_created():271] file/dir created: /app/wandb/run-20240906_025137-gqw7c4rc/files/requirements.txt
2024-09-06 02:51:40,054 INFO    Thread-12 :53 [dir_watcher.py:_on_file_created():271] file/dir created: /app/wandb/run-20240906_025137-gqw7c4rc/files/wandb-metadata.json
2024-09-06 02:51:40,130 DEBUG   SenderThread:53 [sender.py:send():391] send: telemetry
2024-09-06 02:51:40,130 DEBUG   SenderThread:53 [sender.py:send():391] send: config
2024-09-06 02:51:41,053 INFO    Thread-12 :53 [dir_watcher.py:_on_file_created():271] file/dir created: /app/wandb/run-20240906_025137-gqw7c4rc/files/output.log
2024-09-06 02:51:41,331 INFO    wandb-upload_0:53 [upload_job.py:push():130] Uploaded file /tmp/tmpah478ewqwandb/uc5mhszd-wandb-metadata.json
2024-09-06 02:51:43,054 INFO    Thread-12 :53 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20240906_025137-gqw7c4rc/files/output.log
2024-09-06 02:51:43,131 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:51:45,055 INFO    Thread-12 :53 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20240906_025137-gqw7c4rc/files/output.log
2024-09-06 02:51:48,214 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:51:49,214 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-06 02:51:53,214 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:51:54,212 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: stop_status
2024-09-06 02:51:54,213 DEBUG   SenderThread:53 [sender.py:send_request():418] send_request: stop_status
2024-09-06 02:51:58,610 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:51:59,213 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-06 02:52:04,214 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:52:09,212 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: stop_status
2024-09-06 02:52:09,213 DEBUG   SenderThread:53 [sender.py:send_request():418] send_request: stop_status
2024-09-06 02:52:09,259 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-06 02:52:09,556 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:52:10,065 INFO    Thread-12 :53 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20240906_025137-gqw7c4rc/files/config.yaml
2024-09-06 02:52:15,215 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:52:19,213 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-06 02:52:20,215 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:52:24,213 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: stop_status
2024-09-06 02:52:24,213 DEBUG   SenderThread:53 [sender.py:send_request():418] send_request: stop_status
2024-09-06 02:52:25,628 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:52:29,213 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-06 02:52:31,215 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:52:36,215 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:52:39,068 DEBUG   SystemMonitor:53 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-09-06 02:52:39,070 DEBUG   SenderThread:53 [sender.py:send():391] send: stats
2024-09-06 02:52:39,078 INFO    Thread-12 :53 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20240906_025137-gqw7c4rc/files/output.log
2024-09-06 02:52:39,213 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: stop_status
2024-09-06 02:52:39,213 DEBUG   SenderThread:53 [sender.py:send_request():418] send_request: stop_status
2024-09-06 02:52:39,213 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-06 02:52:41,079 INFO    Thread-12 :53 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20240906_025137-gqw7c4rc/files/output.log
2024-09-06 02:52:41,561 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:52:47,216 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:52:49,214 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-06 02:52:52,217 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:52:54,213 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: stop_status
2024-09-06 02:52:54,213 DEBUG   SenderThread:53 [sender.py:send_request():418] send_request: stop_status
2024-09-06 02:52:57,525 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:52:59,214 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-06 02:53:03,217 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:53:09,072 DEBUG   SenderThread:53 [sender.py:send():391] send: stats
2024-09-06 02:53:09,074 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:53:09,213 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: stop_status
2024-09-06 02:53:09,213 DEBUG   SenderThread:53 [sender.py:send_request():418] send_request: stop_status
2024-09-06 02:53:09,259 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-06 02:53:14,217 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:53:19,214 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-06 02:53:20,217 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:53:24,213 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: stop_status
2024-09-06 02:53:24,214 DEBUG   SenderThread:53 [sender.py:send_request():418] send_request: stop_status
2024-09-06 02:53:25,604 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:53:29,214 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-06 02:53:31,217 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:53:37,217 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: status_report
2024-09-06 02:53:39,072 DEBUG   SenderThread:53 [sender.py:send():391] send: stats
2024-09-06 02:53:39,213 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: stop_status
2024-09-06 02:53:39,213 DEBUG   SenderThread:53 [sender.py:send_request():418] send_request: stop_status
2024-09-06 02:53:39,255 DEBUG   HandlerThread:53 [handler.py:handle_request():158] handle_request: internal_messages
